title,description,content,url,publishedAt,source,country,category
Rohit Sharma Offered To Give Up T20 World Cup Prize Money Before Rahul Dravid Decision: Report - NDTV Sports,Indian cricket team captain Rohit Sharma first offered to forego his prize money in order to get equal share for all support staff after T20 World Cup 2024.,Former Indian cricket team head coach Rahul Dravid won hearts when he decided to forego half of the Rs 5 crore prize money which he was supposed to get from the pool of Rs 125 crore that the team rec… [+1601 chars],https://sports.ndtv.com/t20-world-cup-2024/rohit-sharma-offered-to-give-up-t20-world-cup-prize-money-before-rahul-dravid-decision-report-6082761,2024-07-11T10:50:37Z,NDTV News,in,sports
Brian Lara names two Indian batsmen who can break his record of highest Test knock of 400 - The Times of India,"Cricket News: Brian Lara, a formidable batsman during his era, frequently shouldered the responsibility of the West Indies team, both as a prolific run-scorer and a",,https://timesofindia.indiatimes.com/sports/cricket/news/brian-lara-names-two-indian-batsmen-who-can-break-his-record-of-highest-test-knock-of-400/articleshow/111661104.cms,2024-07-11T10:40:00Z,The Times of India,in,sports
President Droupadi Murmu plays badminton with Olympic medalist Saina Nehwal in Rashtrapati Bhavan: Video - Hindustan Times,President Droupadi Murmu’s “natural love for sports and games” was evident when she played badminton with Olympic medalist Saina Nehwal at Rashtrapati Bhavan. | Trending,"President Droupadi Murmu took on ace shuttler Saina Nehwal in a badminton game at Rashtrapati Bhavan in Delhi. The match took place on July 10 at the Badminton Court inside the Bhavan.
President of … [+1466 chars]",https://www.hindustantimes.com/trending/president-droupadi-murmu-plays-badminton-with-olympic-medalist-saina-nehwal-in-rashtrapati-bhavan-video-101720689062465.html,2024-07-11T10:18:46Z,Hindustan Times,in,sports
India Unlikely To Travel to Pakistan for Champions Trophy 2025 - Report - Wisden,,,https://www.wisden.com/cricket-news/india-to-not-travel-to-pakistan-for-champions-trophy--report,2024-07-11T09:54:50Z,Wisden.com,in,sports
"""Lot I Can Say..."": Wahab Riaz Breaks Silence On Removal From PCB Selector Post - NDTV Sports",Former Pakistan cricketer Wahab Riaz on Wednesday broke his silence on being removed from the national selection committee set up by the Pakistan Cricket Board (PCB).,"Former Pakistan cricketer Wahab Riaz on Wednesday broke his silence on being removed from the national selection committee set up by the Pakistan Cricket Board (PCB), saying that there is a lot he ca… [+3262 chars]",https://sports.ndtv.com/cricket/lot-i-can-say-wahab-riaz-breaks-silence-on-removal-from-pcb-selector-post-6078010,2024-07-11T09:35:22Z,NDTV News,in,sports
Watch: Virat Kohli Convinces Rohit Sharma For Iconic Picture During Team India's T20 World Cup Victo.. - NDTV Sports,,,https://news.google.com/rss/articles/CBMingFodHRwczovL3Nwb3J0cy5uZHR2LmNvbS90MjAtd29ybGQtY3VwLTIwMjQvdmlyYXQta29obGktY29udmluY2VzLXJvaGl0LXNoYXJtYS1mb3ItaWNvbmljLXBpY3R1cmUtZHVyaW5nLXRlYW0taW5kaWFzLXQyMC13b3JsZC1jdXAtdmljdG9yeS1wYXJhZGUtd2F0Y2gtNjA3NzkzONIBpAFodHRwczovL3Nwb3J0cy5uZHR2LmNvbS90MjAtd29ybGQtY3VwLTIwMjQvdmlyYXQta29obGktY29udmluY2VzLXJvaGl0LXNoYXJtYS1mb3ItaWNvbmljLXBpY3R1cmUtZHVyaW5nLXRlYW0taW5kaWFzLXQyMC13b3JsZC1jdXAtdmljdG9yeS1wYXJhZGUtd2F0Y2gtNjA3NzkzOC9hbXAvMQ?oc=5,2024-07-11T09:05:45Z,Google News,in,sports
"Shan Masood To Captain Pakistan In BAN Tests; Babar Azam, Shaheen Afridi's Future Uncertain - OneCricket","In a situation where Pakistan's captaincy roles across formats turned out to be the talk of the town, Shan Masood retained his leadership position in Tests.","Shan Masood (Left) has retained Pakistan's Test captaincy role (X.com)
In a situation where Pakistan's captaincy roles across formats turned out to be the talk of the town, Shan Masood retained his … [+1315 chars]",https://cricket.one/cricket-news/shan-masood-to-captain-pakistan-in-ban-tests-babar-azam-shaheen-afridis-future-uncertain/668f8b6421674e53dc532de6,2024-07-11T07:36:04Z,Cricket.one,in,sports
'All the focus was on Jimmy…': Gus Atkinson after stealing limelight from James Anderson with record 7-wicket haul - Hindustan Times,"""All the focus was on Jimmy so it was quite nice to go under the radar a little bit and focus on performing as well as I could,"" said Gus Atkinson. | Crickit",The stage was set for James Anderson to have one final hurrah in his last Test but the limelight was taken away by a debutant - Gus Atkinson. Not that Anderson would mind that much as Atkinson put En… [+2369 chars],https://www.hindustantimes.com/cricket/all-the-focus-was-on-jimmy-gus-atkinson-after-stealing-limelight-from-james-anderson-with-record-7-wicket-haul-101720680796205.html,2024-07-11T07:00:01Z,Hindustan Times,in,sports
"""Wicket mera hai, khaate me uske jaana chahiye"": Avesh Khan's special praise for Bishnoi's remarkable catch - Hindustan Times","India pacer Avesh Khan had special praise in store for his fellow spinner Ravi Bishnoi, whose moment of magic in the field became one of the highlights of India's win in the 3rd T20I against Zimbabwe. | Crickit","Harare [Zimbabwe], : India pacer Avesh Khan had special praise in store for his fellow spinner Ravi Bishnoi, whose moment of magic in the field became one of the highlights of India's win in the 3rd … [+1853 chars]",https://www.hindustantimes.com/cricket/wicket-mera-hai-khaate-me-uske-jaana-chahiye-avesh-khan-s-special-praise-for-bishnoi-s-remarkable-catch-101720679844028.html,2024-07-11T06:37:23Z,Hindustan Times,in,sports
"No BCCI-Virat Kohli Chat Before Gautam Gambhir Appointment, Hardik Pandya Consulted: Report - NDTV Sports","Virat Kohli and Gautam Gambhir were involved in an ugly spat during an IPL 2023 match in Lucknow, before hugging it out this season.","Gautam Gambhir's much-hyped appointment as head coach of the Indian cricket team was made official on Tuesday, with the former opener replacing Rahul Dravid for the top job. The Board of Control for … [+1894 chars]",https://sports.ndtv.com/cricket/no-bcci-virat-kohli-chat-before-gautam-gambhir-appointment-hardik-pandya-consulted-report-6080542,2024-07-11T06:33:02Z,NDTV News,in,sports
Ronald Araujo involved in chaotic scenes as Uruguay players clash with fans at Copa America - Barca Blaugranes,Things turned ugly after full-time,"Barcelona defender Ronald Araujo was involved in chaotic scenes as Uruguay were knocked out of the Copa America by Colombia in the semi-finals.
The defender did not play in the match due to injury b… [+963 chars]",https://www.barcablaugranes.com/2024/7/11/24196283/ronald-araujo-involved-in-chaotic-scenes-as-uruguay-players-clash-with-fans-at-copa-america,2024-07-11T05:57:13Z,Barca Blaugranes,in,sports
Shaheen Afridi In Trouble For Misbehaving With Gary Kirsten? Report Makes Big Claim - NDTV Sports,,,https://news.google.com/rss/articles/CBMiigFodHRwczovL3Nwb3J0cy5uZHR2LmNvbS9jcmlja2V0L3NoYWhlZW4tYWZyaWRpLW1pc2JlaGF2ZWQtd2l0aC1nYXJ5LWtpcnN0ZW4tYW5kLW90aGVyLXBha2lzdGFuLWNvYWNoZXMtZHVyaW5nLXQyMC13b3JsZC1jdXAtcmVwb3J0LTYwNzcwMzLSAZABaHR0cHM6Ly9zcG9ydHMubmR0di5jb20vY3JpY2tldC9zaGFoZWVuLWFmcmlkaS1taXNiZWhhdmVkLXdpdGgtZ2FyeS1raXJzdGVuLWFuZC1vdGhlci1wYWtpc3Rhbi1jb2FjaGVzLWR1cmluZy10MjAtd29ybGQtY3VwLXJlcG9ydC02MDc3MDMyL2FtcC8x?oc=5,2024-07-11T05:51:39Z,Google News,in,sports
Starc expresses displeasure at being dropped for T20 WC game against Afghanistan - Hindustan Times,Starc expresses displeasure at being dropped for T20 WC game against Afghanistan | Crickit,"Sydney, Australian pacer Mitchell Starc has expressed his displeasure at being dropped for the crucial T20 World Cup Super Eights match against Afghanistan in the Caribbean, saying he was not one bit… [+2989 chars]",https://www.hindustantimes.com/cricket/starc-expresses-displeasure-at-being-dropped-for-t20-wc-game-against-afghanistan-101720675268929.html,2024-07-11T05:21:08Z,Hindustan Times,in,sports
James Anderson makes stunning admission about Sachin Tendulkar: 'I would have to say...' - Hindustan Times,"Sachin Tendulkar is the only player to have more Test appearances than James Anderson, who is pulling the curtains down on an extraordinary career. | Crickit","James Anderson is wrapping up a long and distinguished career at the end of England's ongoing first Test against the West Indies at Lord's. The 41-year-old's extraordinary longevity, having made his … [+2337 chars]",https://www.hindustantimes.com/cricket/james-anderson-makes-stunning-admission-about-sachin-tendulkar-i-would-have-to-say-101720670381164.html,2024-07-11T05:12:47Z,Hindustan Times,in,sports
Copa America 2024: Colombia beats Uruguay 1-0 and will face Lionel Messi and Argentina in final - Sportstar,,,https://sportstar.thehindu.com/football/copa-america-2024-colombia-beats-uruguay-to-reach-final-to-face-argentina/article68391706.ece,2024-07-11T04:58:11Z,The Hindu,in,sports
"Post Gautam Gambhir's Appointment, Rohit Shama's Wife Ritika Pays Ultimate Tribute To Rahul Dravid - NDTV Sports",Rahul Dravid's tenure as Team India's head coach concluded with the end of the T20 World Cup 2024.,Gautam Gambhir's appointment as Team India's head coach concluded Rahul Dravid's tenure in charge of the Indian men's cricket team. Dravid led the Indian team to triumph in T20 World Cup 2024 after d… [+1506 chars],https://sports.ndtv.com/cricket/post-gautam-gambhirs-appointment-rohit-shamas-wife-ritika-pays-ultimate-tribute-to-rahul-dravid-6073456,2024-07-11T04:43:40Z,NDTV News,in,sports
Giving everything: Washington Sundar's mantra for continuous improvement - ICC Cricket,"Player of the Match in India's T20I win over Zimbabwe on Wednesday, Washington Sundar reiterates the need to perform on a consistent basis if he is to feature more prominently for India.","Sundar claimed 3/15 (4) with his off-breaks, taking the wickets of dangerman Sikandar Raza (15) and Johnathan Campbell (1) in the same over, before returning later in the innings to remove Clive Mada… [+553 chars]",https://www.icc-cricket.com/news/giving-everything-washington-sundar-s-mantra-for-continuous-improvement,2024-07-11T04:06:50Z,International Cricket Council,in,sports
Natasa Stankovic says be 'less judgemental' amid divorce rumours: We have no empathy - India Today,,,https://news.google.com/rss/articles/CBMipQFodHRwczovL3d3dy5pbmRpYXRvZGF5LmluL21vdmllcy9jZWxlYnJpdGllcy9zdG9yeS9uYXRhc2Etc3RhbmtvdmljLXNheXMtYmUtbGVzcy1qdWRnZW1lbnRhbC1hbWlkLWRpdm9yY2UtcnVtb3Vycy1oYXJkaWstcGFuZHlhLXdlLWhhdmUtbm8tZW1wYXRoeS0yNTY1MDk3LTIwMjQtMDctMTHSAakBaHR0cHM6Ly93d3cuaW5kaWF0b2RheS5pbi9hbXAvbW92aWVzL2NlbGVicml0aWVzL3N0b3J5L25hdGFzYS1zdGFua292aWMtc2F5cy1iZS1sZXNzLWp1ZGdlbWVudGFsLWFtaWQtZGl2b3JjZS1ydW1vdXJzLWhhcmRpay1wYW5keWEtd2UtaGF2ZS1uby1lbXBhdGh5LTI1NjUwOTctMjAyNC0wNy0xMQ?oc=5,2024-07-11T03:41:25Z,Google News,in,sports
Is Hardik Pandya Dating Prachi Solanki? Natasha Stankovic Gives A Shocking Response - News24,"Recently, some pictures and videos of Hardik Pandya with a mystery girl went viral. Hardik looked very happy and was seen matching outfits.","News of a rift between Hardik Pandya and Natasa Stankovic has caused a stir on social media. Rumors of trouble in their relationship have been circulating for a while. Recently, some pictures and vid… [+1437 chars]",https://news24online.com/entertainment/is-hardik-pandya-dating-prachi-solanki-natasha-stankovic-gives-a-shocking-response/305603/,2024-07-11T03:02:38Z,News24online.com,in,sports
"""Team India Will Be Invincible In Tests If..."": Sunil Gavaskar's Bold Selection Call - NDTV Sports",Gavaskar has batted for the re-introduction of Hardik Pandya into Team India's Test setup.,"Legendary India batter Sunil Gavaskar has stated that the key to India becoming ""invincible"" in Test cricket lies on how Hardik Pandya is utilised. The all-rounder played a starring role as India lif… [+1672 chars]",https://sports.ndtv.com/cricket/team-india-will-be-invincible-in-tests-if-sunil-gavaskars-bold-selection-call-6077186,2024-07-11T02:39:27Z,NDTV News,in,sports
Euro 2024 Moment of the Day: Ollie Watkins lives out childhood dream to put England in final - ESPN India,"With one swoosh of his right boot, Oliver 'Ollie' Watkins put his country into a major tournament final, taking our Moment of the Day from Day 21 of Euro 2024.","89:57. That's the time on the clock when Ollie Watkins takes his first touch inside the Dutch penalty box in this tense Euro 2024 semifinal between England and the Netherlands. A few seconds earlier,… [+4490 chars]",https://www.espn.in/espn/story/_/id/40537171/euro-2024-moment-day-ollie-watkins-lives-childhood-dream-put-england-final,2024-07-11T02:10:00Z,ESPN India,in,sports
Barcelona starlet aims a dig at France star for taunting Lamine Yamal – ‘A lot of talk’ - Barca Universal,"What Lamine Yamal is pulling off as a 16-year-old at the Euros is not normal. The Barcelona phenom has made himself a household name at this point, shining consistently for Spain and establishing himself as a contender to take home the title of player of the …","What Lamine Yamal is pulling off as a 16-year-old at the Euros is not normal. The Barcelona phenom has made himself a household name at this point, shining consistently for Spain and establishing him… [+1433 chars]",https://barcauniversal.com/barcelona-starlet-aims-a-dig-at-france-star-for-taunting-lamine-yamal-a-lot-of-talk/,2024-07-11T00:37:42Z,Barcauniversal.com,in,sports
Koeman: VAR 'destroying' game after England pen - ESPN India,"Ronald Koeman said VAR was ""destroying"" football after England were handed a route back into their 2-1 Euro 2024 semifinal win against the Netherlands with a controversial first-half penalty.","Ronald Koeman said VAR was ""destroying"" football after England were handed a route back into their 2-1 Euro 2024 semifinal win against the Netherlands with a controversial first-half penalty.
Englan… [+1873 chars]",https://www.espn.in/football/story/_/id/40535983/netherlands-coach-ronald-koeman-var-destroying-game,2024-07-10T22:51:00Z,ESPN India,in,sports
IND-C vs SA-C WCL 2024: India Champions enter semi-finals despite big loss against South Africa - India TV News,IND-C vs SA-C WCL 2024: Jacques Snyman and Richard Levi scored brilliant fifties to help South Africa Champions post a big total of 210 and then bowlers impressed with greedy spells to restrict India Champions to 156.,"India Champions Squad: Yuvraj Singh (c), Robin Uthappa (wk), Ambati Rayudu, Suresh Raina, Yusuf Pathan, Irfan Pathan, Pawan Negi, Harbhajan Singh, Anureet Singh, Dhawal Kulkarni, RP Singh, Rahul Shuk… [+350 chars]",https://www.indiatvnews.com/sports/cricket/ind-c-vs-sa-c-wcl-live-score-india-champions-vs-south-africa-champions-world-championship-of-legends-2024-free-telecast-score-updates-highlights-941221,2024-07-10T19:51:21Z,India TV News,in,sports
Wimbledon Men’s Semifinal Prediction: Novak Djokovic vs Lorenzo Musetti - Last Word On Sports,"Novak Djokovic's quest for a record 25th Grand Slam title--and eighth Wimbledon--continues in Friday's semifinal, against Lorenzo Musetti.",,https://lastwordonsports.com/tennis/2024/07/10/wimbledon-mens-semifinal-prediction-djokovic-musetti/,2024-07-10T19:25:06Z,Lastwordonsports.com,in,sports
Netherlands vs England Live Streaming Euro 2024 Semifinal Live Telecast: When And Where To Watch - NDTV Sports,Netherlands vs England Live Streaming Euro 2024 Semi-Final: England aim for second successive Euro final.,"Netherlands vs England Live Streaming Euro 2024 Semi-Final: Gareth Southgate will be aiming to guide England to a second successive UEFA Euro final, as they take on Netherlands in the second semi-fin… [+1506 chars]",https://sports.ndtv.com/uefa-euro-2024/netherlands-vs-england-live-streaming-euro-2024-semifinal-live-telecast-when-and-where-to-watch-6076946,2024-07-10T18:00:51Z,NDTV News,in,sports
